21841,,3.89
21854,,4.78
21858,,2.71
21865,,3.72
21868,,1.84
21870,,0.06
21891,,0.07
21894,,1.08
21895,,3.02
21896,,2.17
21897,,4.2
21898,,4.94
21904,,4.1
21907,,2.23
21910,,2.31
21911,,1.8
21918,,4.73
21923,,2
21927,,2.92
21937,,4.06
21973,,3.52
21974,,4.33
22021,,1.57
22024,,2.73
22028,,1.07
22033,,0.16
22034,,4.1
22035,,3.04
22036,,3.33
22042,,4.38
22044,,1.22
22050,,4.48
22052,,3.82
22060,,4.83
22062,,0.19
22073,,3.28
22078,,2.9
22080,,1.83
22084,,3.02
22087,,4.24
22088,,2.51
22114,,4.31
22121,,3.3
22125,,0.43
22136,,4.61
22139,,2.13
22143,,3.3
22145,,0.96
22146,,1.91
22149,,0.94
22155,,0.98
22157,,1.02
22158,,2.74
22162,,3.39
22163,,3.34
22164,,2.62
22168,,4.21
22171,,0.4
22173,,3.29
22180,,4.59
22184,,1.48
22192,,1.68
22194,,3.7
22198,,2.13
22202,,3.18
22218,,2.23
22242,,2.1
22244,,2.49
22245,,0.87
22268,,0.96
22272,,0.86
22276,,3.54
22323,,2.46
22336,,0.63
22353,,3.42
22409,,1.09
22412,,2.17
22415,,4.35
22443,,2.36
22444,,2.76
22445,,4.6
22451,,4.52
22452,,0.36
22453,,0.73
22454,,4.22
22459,,1.48
22461,,0.44
22467,,2.45
22469,,4.24
22470,,4.78
22480,,3.13
22482,,3.21
22497,,3.8
22501,,4.35
22502,,2.13
22518,,0.09
22519,,1.64
22520,,2.26
22521,,0.89
22524,,0.93
22525,,4.99
22528,,1.81
22533,,1.81
22548,,1.43
22567,,1.13
22568,,1.24
22570,,3.6
22579,,3.63
22588,,3.44
22591,,2.12
22606,,3.9
22625,,3.91
22627,,2.05
22632,,4.8
22633,,0.92
22656,,4.16
22665,,2.21
22687,,3.26
22688,,1.52
22689,,3.14
22696,,0.13
22698,,4.92
22712,,4.78
22719,,2.17
22720,,4.24
22722,,1.25
22726,,4.36
22729,,4.59
22734,,0.64
22740,,0.38
22764,,3.99
22765,,3.85
22769,,4.41
22775,,2.71
22777,,4.12
22783,,1.22
22784,,3.41
22791,,0.4
22795,,0.09
22810,,0.51
22812,,3.99
22827,,1.92
22829,,0.11
22830,,0.48
22833,,2.46
22837,,0.45
22838,,0.29
22847,,0.62
22848,,1.6
22854,,3.61
22855,,2.32
22862,,2.1
22863,,1.66
22865,,1.42
22866,,2.86
22867,,3.61
22893,,4.53
22925,,0.81
22926,,4.76
22943,,3.79
22947,,3.09
22959,,2.82
22966,,2.42
22968,,2.06
22988,,2.44
23028,,1.84
23065,,3.31
23066,,1.06
23084,,0.6
23091,,4.67
23131,,3.69
23134,,4.31
23135,,0.04
23152,,4.6
23159,,1.09
23175,,3
23268,,4.07
23283,,4.9
23284,,2.57
23306,,2.77
23348,,0.15
23400,,2.99
23406,,4.78
23412,,2.14
23444,,4.93
23541,,4.38
23574,,2.89
23579,,2.64
23702,,2.93
35015,,2.3
35400,,0.87
35594,,0.96
35644,,2.14
35645,,2.42
35649,,1.97
35650,,2.4
35653,,0.34
35914,,1.78
35920,,3.46
35922,,0.08
35933,,1.82
35951,,2.56
35954,,3.46
35957,,3.08
35958,,2.08
35965,,1.44
35966,,4.77
35969,,1.38
35970,,1.95
35972,,2.48
35991,,2.11
37327,,4.47
37333,,1.48
37342,,4.71
37370,,0.91
37413,,0.79
37423,,1.09
37424,,2.75
37461,,0.6
37464,,0.79
37467,,1.85
37468,,1.5
37474,,3.85
37476,,4.9
37501,,3.95
37509,,1.78
40003,,1.88
40016,,1.69
44236,,2.57
44265,,4.45
47502,,5
47579,,0.62
47589,,2.62
48116,,3.7
51008,,2.82
71038,,4.6
71143,,4.15
71477,,0.84
72127,,0.77
72709,,0.81
72781,,4.12
72789,,4.21
72793,,1.32
72814,,2.66
72815,,3.65
72816,,3.26
72817,,0.88
72818,,3.22
72821,,4.02
75131,,2.49
75172,,2.07
77079,,3
77081,,3.4
78027,,4.21
79000,,3.4
79067,,0.66
79163,,4.28
79164,,0.72
79321,,3.04
79329,,0.12
79331,,4.93
79336,,4.03
79337,,1.96
82095,,2.04
82483,,3.35
82551,,0.28
82567,,3.39
82583,,0.4
82599,,1.31
82605,,1.01
84007,,0.86
84218,,4.94
84226,,1.44
84227,,1.13
84270,,2.76
84306,,3.1
84388,,4.49
84452,,4.7
84455,,1.26
84465,,0.31
84466,,3.81
84482,,0.26
84497,,2.26
84499,,2.47
84522,,4.81
84526,,1.13
84539,,3.51
84546,,4.75
84548,,1.96
84576,,3.31
84581,,1.73
84584,,2.13
84593,,2.37
84629,,1.7
84631,,3.74
84638,,0.23
84664,,3.57
84666,,0.91
84670,,3.48
84675,,2.81
84678,,0.89
84683,,0.73
84685,,2.44
84686,,4.92
84688,,2.2
84689,,3
84691,,3.48
84715,,3.87
84725,,1.38
84726,,4.1
84746,,4
84748,,0.28
84754,,4.08
84761,,3.31
84763,,2.38
84766,,1.7
84773,,2.93
84789,,0.66
84799,,3.33
84823,,0.84
84840,,0.51
84847,,4.53
84854,,2.03
84880,,4.16
84881,,3.26
84905,,4.87
84906,,2.3
84907,,3.89
84916,,1.26
84917,,4.04
84919,,0.83
84920,,0.66
84921,,0.5
84944,,2.48
84975,,3.74
84976,,2.3
84977,,3.77
84990,,3.27
85006,,2.51
85008,,4.45
85016,,1.75
85030,,4.62
85044,,3.4
85045,,1.14
85060,,4.52
85064,,1.33
85067,,0.33
85068,,1.93
85084,,2.66
85087,,0.56
85092,,1.52
85096,,0.78
85106,,4.48
85107,,0.24
85110,,1.67
85118,,2.54
85119,,4.14
85125,,2.31
85126,,0.96
85127,,4.73
85141,,3
85144,,1.48
85145,,2.72
85146,,1.3
85150,,0.71
85152,,3.1
85175,,4.68
85189,,0.14
85195,,3.81
85197,,4.72
85198,,4.94
85200,,2.48
85211,,2.95
85213,,0.42
85214,,0.01
85215,,2.89
85224,,3.95
90084,,0.14
90091,,1.99
90095,,3.44
90096,,0.73
90099,,2.22
90100,,3.62
90104,,3.79
90112,,2.41
90167,,4.79
90173,,2.27
10123C,,4.1
10123G,,4.34
15044B,,1.16
15058A,,4.21
15058B,,0.29
15060B,,3
16020C,,1.53
16151A,,3.4
16156S,,3.14
16162L,,3.51
16162M,,0.14
16169K,,3.45
16169P,,0.24
16202B,,1.58
16207A,,4.03
16207B,,4.83
16244B,,0.64
16248B,,2.33
17007B,,2.19
17011A,,2.7
17011F,,2.9
17012A,,4.97
17012B,,0.3
17013D,,4.03
17014A,,3.67
17090D,,2.64
17091A,,3.86
17165D,,3.29
18094C,,0.67
18097A,,3.08
18098C,,1.51
35001W,,4.64
35004C,,0.09
35004P,,4.26
35271S,,0.95
35591T,,4.83
35592T,,2.34
35597A,,1.44
35597D,,1.5
35598A,,4.93
35603B,,3.77
35607A,,4.23
35609A,,4.35
35809A,,3.94
35809B,,3.37
35810B,,4.81
35815P,,0.01
35818B,,3.9
35819B,,0.82
35819P,,0.4
35823P,,3.09
35824B,,2.77
35911A,,4.53
35915C,,2.93
35916A,,1.44
35916B,,3.52
35916C,,1.79
37379A,,1.24
37444A,,0.41
37444B,,2.15
37444C,,1.95
37477B,,2.34
37477C,,0.15
37477D,,4.45
37479B,,1.96
37489A,,4.79
40018F,,4.61
40046A,,4.95
44091A,,4.07
46037A,,2.72
46115B,,4.48
46126A,,3.1
46775D,,1.09
47013C,,0.04
47021G,,4.03
47341A,,2.82
47343A,,1.94
47344B,,0.12
47503A,,0.05
47504K,,0
47556B,,3.33
47559B,,4.54
47563B,,4.76
47570B,,0.43
47574B,,2.54
47591A,,2.26
47591B,,3.82
47591D,,1.59
47593A,,2.73
48173C,,3.85
62043B,,2.67
62094B,,2.84
62095B,,4.63
62096A,,4.07
62096B,,0.5
62097B,,2.59
72051S,,2.05
72225C,,1.69
72798C,,4.58
72799F,,3.06
72800D,,3.02
72800F,,3.88
72801G,,1.75
72802C,,3.8
72803B,,1.01
75013B,,0.98
77101A,,3.98
79026B,,1.86
79030D,,2.59
79062D,,3.67
79063C,,4.49
79063D,,0.16
79071B,,3.79
79161A,,3.92
79172D,,4.23
79192A,,1.48
79302M,,1.03
81950B,,2.86
81950V,,3.81
81952B,,2.82
81953B,,2.31
81953P,,1.41
82494L,,1.96
82545A,,2.28
82613B,,0.48
84029E,,4.45
84029G,,1.12
84247C,,1.71
84247E,,1.35
84247K,,1.56
84247L,,3.18
84251B,,0.52
84251F,,3.94
84251J,,1.11
84279B,,1.15
84313C,,4.8
84341B,,3.15
84387A,,2.19
84402B,,4
84406B,,3.77
84415A,,4.91
84415B,,0.08
84424A,,3.48
84459B,,4.06
84507B,,4.75
84508B,,0.04
84509F,,3.07
84520B,,3.56
84531A,,3.13
84531B,,4.19
84534B,,4.27
84535A,,2.21
84559B,,2.01
84559D,,4.79
84562A,,2.54
84563A,,0.09
84569A,,0.56
84569B,,1.76
84569C,,0.57
84569D,,0.76
84595E,,1.78
84596E,,2.2
84596G,,0.6
84596J,,1.53
84596L,,1.42
84597B,,1.7
84597C,,4.87
84611B,,0.56
84613C,,3.03
84625C,,1.06
84660A,,2.26
84660C,,2.95
84663A,,1.51
84706D,,4.52
84708B,,4.27
84709B,,4.72
84741C,,3.87
84743C,,0.17
84750A,,2.4
84750B,,2.16
84751B,,3.84
84760S,,1.91
84795C,,0.77
84796B,,2.24
84797B,,3.48
84798B,,2.38
84800L,,3.21
84800M,,3.04
84801B,,3.23
84802A,,3.16
84802B,,4.9
84804B,,0.65
84809A,,2.91
84845D,,2.95
84846A,,1.48
84849D,,0.94
84856L,,1.99
84856S,,1.54
84857A,,2.55
84857B,,4.41
84857C,,1.71
84858C,,3.31
84864A,,1.89
84872A,,2.64
84873A,,0.02
84874B,,4.3
84875A,,0.78
84876B,,4.89
84876C,,3.61
84877A,,1.76
84877B,,4.16
84877D,,3.48
84898F,,3.56
84899F,,3.23
84910A,,3.85
84912A,,4.14
84912B,,2.89
84913A,,2.24
84925D,,0.46
84925F,,0.14
84927A,,3.13
84927D,,2.21
84927E,,0.24
84952C,,3.58
84964B,,2.09
84966A,,3.42
84966B,,1.46
84967A,,0.14
84967B,,4.92
84968B,,0.57
84971L,,3.56
84989A,,1.07
84993B,,4.37
85017A,,3.21
85017B,,1.14
85018B,,4.66
85018C,,1.4
85025C,,1.57
85027L,,4.85
85028L,,2.17
85028S,,3.05
85031C,,2.55
85032D,,1.47
85036A,,1.09
85040B,,4.48
85049B,,2.37
85049D,,5
85049F,,4.51
85061W,,4.31
85086A,,2.67
85098B,,1.04
85099F,,1.14
85124C,,4.06
85130A,,1.76
85132B,,2.58
85135A,,2.53
85135B,,1.8
85136B,,4.39
85160A,,3.24
85167B,,2.99
85170A,,3.12
85179B,,1.64
85185B,,0.57
85185D,,4.08
85188B,,3.73
85206A,,1.21
85226A,,3.89
85226C,,0.56
85230E,,4.24
85230F,,1.65
85232A,,4.23
85232B,,2.2
85232D,,1.34
90000C,,3.39
90002D,,0.35
90005A,,1.14
90010A,,4.63
90010B,,4.56
90014B,,1.35
90014C,,3.21
90035A,,2.44
90037D,,3.98
90042B,,2.23
90042C,,2.8
90082B,,3.65
90082D,,1.5
90120D,,4.72
90164A,,3.15
90164B,,2.42
90200C,,4.62
90209B,,1.8
90209C,,4.35
90210C,,1.65
AMAZONFEE,AMAZON FEE,4.09
B,Adjust bad debt,2.83
BANK CHARGES,Bank Charges,3.8
C2,CARRIAGE,3.89
C2,,0.68
CRUK,CRUK Commission,0.89
D,Discount,1.24
DCGS0003,BOXED GLASS ASHTRAY,2.61
DCGS0003,ebay,4.02
DCGS0004,HAYNES CAMPER SHOULDER BAG,3.1
DCGS0055,,4.47
DCGS0057,,4.14
DCGS0066P,,3.92
DCGS0067,ebay,0.12
DCGS0068,ebay,0.54
DCGS0069,OOH LA LA DOGS COLLAR,1.31
DCGS0069,ebay,2.67
DCGS0070,CAMOUFLAGE DOG COLLAR,4.48
DCGS0070,,2.02
DCGS0071,,2.81
DCGS0072,,0.43
DCGS0073,ebay,0.31
DCGS0074,,4.01
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,1.03
DCGSSBOY,BOYS PARTY BAG,1.38
DCGSSGIRL,GIRLS PARTY BAG,0.53
DOT,DOTCOM POSTAGE,2.4
DOT,,1.25
gift_0001_10,Dotcomgiftshop Gift Voucher £10.00,4.82
gift_0001_10,,1.05
gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1.19
gift_0001_20,to push order througha s stock was,2.01
gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,0.56
gift_0001_30,,3.88
gift_0001_40,Dotcomgiftshop Gift Voucher £40.00,3.08
gift_0001_50,Dotcomgiftshop Gift Voucher £50.00,2.63
M,Manual,2.85
PADS,PADS TO MATCH ALL CUSHIONS,0.35
POST,POSTAGE,1.4
POST,,4.53
S,SAMPLES,4.77
